age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,account_age_days,earliest_credit_account_age_days,days_recent_trade_activity,delinquency_group
54,Houston,Banker,8010,547.0,0,0,1,1.6608566006868477,0,76254.59203909659,61224.42099623262,1.0,1,2,0,0,0,0,1,1622,1660,110,Normal
50,Dallas,Accountant,19895,667.0,22,0,1,1.040664249802999,0,55418.92642584821,44441.05377796811,0.0,0,0,0,0,1,1,0,1729,406,209,Normal
25,Boston,Teacher,7157,730.0,0,0,1,1.2720275586142091,0,52450.28061827629,40691.34477723832,0.0,0,3,0,0,0,1,1,1187,373,160,Normal
70,Chicago,Other,9939,769.0,0,0,1,1.444583849068978,0,66799.18972101471,53500.31359,0.0,0,0,0,0,0,0,0,134,1475,265,Normal
61,Los Angeles,Teacher,16662,574.0,0,0,1,1.7577205849600128,0,31592.08547281892,22505.800196140364,1.0,1,1,0,0,1,0,0,1347,2778,166,Normal
22,Dallas,Accountant,41662,706.0,0,0,1,0.7733408075457064,0,92988.96583428906,60751.441825615104,0.0,0,0,1,0,0,0,0,1573,455,378,Normal
56,San Francisco,Teacher,24717,361.0,104,1,3,2.360868114557189,1,6094.653147614948,1426.7805462143594,4.0,2,4,0,0,0,0,1,1079,1327,273,High
21,San Francisco,Teacher,41595,400.0,93,1,6,2.3294061243106903,1,45032.79581856712,12688.131445459096,4.0,1,4,0,1,0,0,0,1807,412,186,High
23,Los Angeles,Other,9571,503.0,0,0,1,1.276524272,0,69287.04508903688,61958.15525,1.0,1,2,0,0,0,0,0,1717,2179,407,Normal
49,Miami,Other,3709,719.0,0,0,1,1.8118967961118235,0,40516.80782180048,39481.47896013049,0.0,0,0,0,0,0,0,0,354,3658,392,Normal
47,Houston,Doctor,66003,562.0,0,0,1,1.3939078967221714,0,57309.04461958587,35883.79470072705,2.0,0,2,1,0,0,0,0,933,1825,279,Normal
64,Chicago,Accountant,21162,813.0,0,0,1,1.2074207248576043,0,36539.09726526108,23364.75778959431,0.0,0,0,0,0,0,0,0,141,2080,106,Normal
57,Houston,Accountant,23401,387.0,100,1,2,1.8437219138041625,1,30172.94790638408,15619.118335144523,4.0,2,4,1,0,1,0,0,1407,1539,128,High
69,Boston,Accountant,33508,489.0,95,0,10,2.6587355207896066,1,8097.865069648936,3475.193444249348,3.0,2,4,0,1,1,0,0,337,3291,86,High
30,Los Angeles,Banker,3605,555.0,0,0,1,0.978965449907384,0,102624.027904944,72146.59797631872,1.0,0,2,0,0,0,0,0,1310,1019,135,Normal
59,Atlanta,Artist,8972,687.0,4,0,1,1.4388894192893542,0,64702.65776330218,50816.49222840344,0.0,0,4,0,0,0,0,1,231,2241,83,Normal
47,Seattle,Retail Worker,6028,593.0,9,0,1,0.6992398010325225,0,45060.73697,27773.02899184916,2.0,1,2,1,0,0,1,0,462,2295,123,Normal
36,Houston,Banker,9737,565.0,0,0,1,1.2297985333393044,0,53246.27680684997,36629.24919465659,2.0,0,2,0,0,0,0,0,219,547,154,Normal
34,Atlanta,Doctor,68658,707.0,1,0,1,1.5473419290541406,0,31446.282340951228,22804.685620817767,0.0,0,4,0,0,0,0,1,705,1742,340,Normal
36,Atlanta,Teacher,56341,716.0,0,0,1,0.9662777662861868,0,32035.05610350882,19049.017842339912,0.0,0,0,0,0,0,0,0,862,677,210,Normal
72,Chicago,Consultant,13315,740.0,0,0,1,1.4120374462144651,1,75450.11981177732,63043.932126726686,0.0,0,0,0,0,0,0,0,1239,1483,84,Normal
43,New York,Banker,7192,651.0,0,0,1,1.3444206137896175,0,17519.810543967797,14634.539534434049,0.0,0,0,0,0,0,0,0,1529,2638,88,Normal
54,Los Angeles,Lawyer,45760,828.0,0,0,1,1.097191466846848,0,61894.58867568669,47099.78663172051,0.0,0,0,0,0,0,0,0,683,2060,145,Normal
43,Atlanta,Banker,5536,701.0,0,0,1,1.3395562331814872,0,13300.372355085055,10542.971417081924,0.0,0,0,0,0,0,0,0,265,892,346,Normal
70,Houston,Doctor,7341,619.0,0,0,1,0.9609686426894511,0,11527.733541524878,7084.115646381456,0.0,0,0,0,0,1,0,0,925,1457,185,Normal
26,Chicago,Consultant,13223,648.0,0,0,1,0.8399434982897924,0,41162.541000951096,33071.61096207074,0.0,0,4,0,0,0,0,1,1323,451,242,Normal
29,Boston,Banker,7702,691.0,0,1,1,1.2479025602845726,0,23084.19719318088,16423.153431853516,0.0,0,0,0,0,0,1,0,790,2219,94,Normal
18,Dallas,Teacher,36983,770.0,0,0,1,1.0360237043220928,0,25472.32404367336,15871.142205895483,0.0,0,0,0,0,0,0,1,568,1987,219,Normal
18,Houston,Lawyer,76423,665.0,0,0,1,1.1117334626329731,0,71991.06845754222,57450.40095695284,0.0,0,0,0,0,1,0,0,1151,2072,282,Normal
64,Los Angeles,Accountant,49783,383.0,115,0,9,2.7428459441359414,1,27213.43915777506,14197.95724196066,4.0,2,3,1,1,0,1,0,1225,481,378,High
51,Boston,Banker,7997,381.0,42,0,1,2.119547977850416,1,11971.979473598847,9492.083469665207,3.0,1,4,0,1,1,0,0,738,270,276,Normal
49,New York,Banker,4963,452.0,6,0,1,1.231365651025016,0,72421.37421256848,39525.65634009497,4.0,1,4,1,1,1,0,0,1108,281,387,Normal
71,Boston,Retail Worker,17036,593.0,0,0,1,0.91458798,0,39214.72881995929,28008.118316478733,2.0,0,1,0,0,0,0,0,1759,1884,339,Normal
65,Houston,Engineer,81317,346.0,110,1,1,1.856277894125861,1,1237.1531203056095,490.80429988180725,4.0,2,3,1,0,0,0,0,1401,3222,75,High
42,Dallas,Artist,7771,327.0,111,1,6,1.6334875196826173,1,10760.285623346364,4004.946026588065,3.0,2,3,1,1,1,0,0,921,3574,351,High
57,Seattle,Retail Worker,24255,683.0,0,0,1,0.9356489043160569,0,94074.16183907076,63414.77041245357,0.0,0,0,0,0,1,0,0,527,2504,137,Normal
62,San Francisco,Consultant,16842,534.0,25,0,1,0.96782406092128,0,61889.75177129942,40865.19094454786,2.0,0,1,0,0,0,0,0,824,448,296,Normal
70,Boston,Engineer,44207,718.0,0,0,1,1.5505949060927038,1,86429.77066717776,65048.10476528839,0.0,0,0,1,0,0,0,0,366,2796,290,Normal
18,Seattle,Banker,3385,373.0,90,0,9,1.0778923736999306,0,42289.05218612851,15997.228081303385,4.0,1,3,1,1,1,0,1,1601,3534,286,High
33,Dallas,Engineer,6716,825.0,7,0,1,1.150266515853428,0,48581.70625363495,26841.396368704383,0.0,0,0,0,0,0,0,0,180,3112,362,Normal
56,Atlanta,Teacher,35305,618.0,0,0,1,1.881790100616089,0,13950.961754276095,30352.353060193185,0.0,0,0,0,0,0,1,0,1159,3039,213,Normal
22,Dallas,Artist,16961,649.0,95,0,1,2.8195994758285283,1,34761.02269287105,10089.99489944088,4.0,2,0,1,1,0,0,0,1849,768,209,High
39,Boston,Teacher,18485,358.0,0,0,1,1.2789211602697814,0,34251.325097340865,31938.646284847066,4.0,2,3,0,1,0,1,0,1744,2896,129,Normal
72,Boston,Banker,4515,705.0,0,0,2,1.7321923440744706,0,29261.645381007034,18660.15586309056,0.0,0,0,0,0,0,0,0,149,125,322,Normal
20,Boston,Accountant,36717,530.0,90,0,10,2.555478819011192,0,9589.686573645942,4749.487305755958,4.0,1,2,1,1,1,0,0,1787,218,317,High
29,Miami,Software Developer,8147,697.0,0,0,1,0.9014744329142476,0,11375.716131704705,8467.220087132051,0.0,0,3,0,0,1,0,1,1118,620,80,Normal
43,Houston,Other,9212,633.0,0,0,1,1.2619692871639272,0,33235.00402040047,26730.81233,0.0,0,0,0,0,0,1,0,1192,2372,271,Normal
33,Miami,Doctor,58000,769.0,0,0,1,1.610561843544779,0,39996.94312123623,29253.40147696936,0.0,0,0,0,0,0,0,0,1034,2774,201,Normal
68,New York,Engineer,38139,560.0,0,0,1,1.3538375231673296,0,20102.568554888465,15251.761106504664,1.0,0,2,0,0,0,1,0,709,769,217,Normal
54,Boston,Other,5549,666.0,0,0,1,1.029163318786796,0,34573.272554919145,23257.80213426033,0.0,0,0,0,0,0,0,0,1327,2870,323,Normal
39,Houston,Banker,5194,416.0,0,0,1,2.267006077798988,0,51433.19850431989,31641.5414,4.0,1,4,0,0,1,0,1,1178,2883,183,Normal
46,Boston,Banker,8181,712.0,0,0,1,1.6234115247204912,0,90949.42346906624,58300.09019466393,0.0,0,0,0,0,0,0,1,489,1278,83,Normal
31,Los Angeles,Other,2106,548.0,16,0,1,1.0628758666659353,0,29460.889802175265,23752.76690786452,1.0,1,1,0,0,0,0,0,590,721,269,Normal
64,Miami,Other,3350,410.0,103,1,9,1.6895660558725465,0,8451.190156719525,2784.090124,3.0,1,4,1,1,0,1,1,1011,427,286,High
63,Dallas,Lawyer,70343,652.0,0,0,1,1.1020280242338454,0,34114.678272658064,31196.71625908328,0.0,0,0,0,0,0,0,0,1223,2911,196,Normal
69,Los Angeles,Artist,76255,607.0,37,0,1,2.846392204204348,0,58201.59067700088,41392.43011045382,2.0,0,0,0,0,0,0,0,94,2400,276,Normal
22,Chicago,Software Developer,59442,316.0,106,1,5,3.115028593389776,1,13819.287583082136,5267.117999829259,4.0,1,4,1,1,1,0,0,776,1590,119,High
29,Chicago,Retail Worker,15874,728.0,0,0,1,0.5510270186755662,0,73310.33927103996,47661.337601092535,0.0,0,0,0,0,0,0,0,844,2815,299,Normal
33,Houston,Banker,6943,667.0,13,0,1,0.863420903,0,71159.65715494372,73091.82027,0.0,0,0,0,0,0,0,0,1810,3225,45,Normal
43,Atlanta,Banker,7773,658.0,6,0,1,0.7066105497013482,0,11533.250477211308,8348.275787455372,0.0,0,0,0,0,0,0,1,575,994,86,Normal
65,Houston,Banker,3403,633.0,0,0,1,1.8830262925267645,0,67093.31147,30352.353060193185,0.0,0,0,0,0,1,0,0,324,2971,117,Normal
53,Atlanta,Teacher,49006,736.0,0,1,1,1.0366853205558673,0,18639.26112987204,15346.367574680646,0.0,0,4,0,0,0,0,1,1631,1982,65,Normal
50,San Francisco,Banker,8949,672.0,8,0,1,1.4730092655256026,0,72184.84715920468,57260.041651584106,0.0,0,0,1,0,1,0,0,307,1580,255,Normal
47,Dallas,Doctor,82398,728.0,0,0,1,1.243704292090897,0,85673.59314,57325.14182460038,0.0,0,0,0,0,0,0,0,497,3389,387,Normal
40,Atlanta,Accountant,38254,601.0,57,0,2,1.39930861530747,0,19825.207655868824,11983.60813400074,1.0,0,0,0,0,1,0,0,1457,3034,262,Normal
27,New York,Other,4458,394.0,93,1,3,2.795148580578485,1,50713.20989551253,21395.02297117385,4.0,1,3,0,1,1,0,0,1080,1623,246,High
71,Los Angeles,Engineer,85134,657.0,0,0,1,0.7946275656029709,0,52095.29176853196,35629.65675877243,0.0,0,0,0,0,1,0,1,1466,893,405,Normal
22,Atlanta,Banker,3099,457.0,105,0,7,1.7555369438709043,1,16104.637495578252,4840.765983824321,3.0,2,3,0,1,1,0,0,369,3347,381,High
53,Atlanta,Banker,9104,732.0,0,0,1,1.2645870540829496,0,36178.80279840178,19834.515820512483,0.0,0,0,0,0,0,0,0,1681,263,338,Normal
51,Seattle,Consultant,13738,736.0,7,0,1,0.7998721219602378,0,42391.793042505495,39879.77985,0.0,0,0,0,0,0,1,0,549,3098,297,Normal
69,New York,Other,5144,400.0,119,0,3,1.101100586634684,1,47505.52995187164,11744.17074097558,3.0,1,3,1,1,0,0,1,1189,589,171,High
48,Seattle,Retail Worker,90530,669.0,107,1,5,2.553768090682111,0,33301.90897788426,10786.241284693897,3.0,2,3,0,1,1,0,1,94,1850,321,High
36,Boston,Accountant,7746,787.0,0,0,1,0.8534039504986606,1,99590.16321764213,61832.52553650574,0.0,0,0,0,0,1,0,0,1492,399,277,Normal
49,New York,Artist,6987,784.0,0,0,1,1.3618244488544031,0,72141.13828752207,69052.36674296993,0.0,0,0,0,0,0,0,0,1573,1425,274,Normal
18,Houston,Banker,8893,759.0,0,0,1,1.7195326158748652,0,56024.2901383072,44387.53877640474,0.0,0,0,0,0,0,0,0,1704,634,158,Normal
73,Miami,Banker,7185,485.0,0,0,1,1.835432408776693,1,19574.358594430883,15938.750885571126,4.0,1,4,0,0,0,0,0,977,3206,370,Normal
21,Dallas,Other,5873,375.0,104,1,3,2.91861707432058,1,38696.75629010725,20295.320152379187,3.0,1,4,1,1,1,1,1,1822,2456,126,High
33,Dallas,Consultant,16804,470.0,39,1,1,3.1561606657943777,1,38118.60460247051,30028.96475371275,4.0,2,4,0,0,0,0,1,1196,1948,267,Normal
41,Seattle,Retail Worker,16672,711.0,0,0,1,1.499189481438715,0,60510.97207131407,38828.41594330135,0.0,0,0,0,0,0,0,0,1398,1583,244,Normal
33,Houston,Other,3098,736.0,0,0,1,1.3320626828446471,0,76307.14478795844,43526.47470999941,0.0,0,0,0,0,0,0,0,855,1971,404,Normal
72,Boston,Doctor,19194,548.0,110,1,4,1.5262591861083377,1,16176.28691,5726.253730044802,4.0,1,1,1,1,1,0,1,214,1438,197,High
66,Boston,Other,2641,521.0,0,1,1,1.1239686640504911,0,55493.81491153985,50115.56686,1.0,1,2,0,0,0,0,0,1569,221,392,Normal
49,Boston,Doctor,50693,491.0,0,0,1,1.5604747720847258,0,15894.184404197647,14176.38165543622,4.0,1,3,0,0,1,0,0,330,1528,237,Normal
44,Miami,Teacher,31945,544.0,0,0,1,1.0856118421924126,0,86952.52008153415,67453.17165,1.0,1,2,0,0,0,0,1,1075,2916,257,Normal
37,Atlanta,Other,6452,798.0,28,0,1,0.6768848202365436,0,24375.82445663961,15723.887875737071,0.0,0,0,0,0,0,0,0,271,1050,210,Normal
41,San Francisco,Banker,2741,431.0,94,1,3,1.6688251544833743,0,3411.846475879954,1273.0723241157834,3.0,2,4,1,0,0,0,1,1548,1710,280,High
52,Boston,Consultant,13577,694.0,0,0,1,0.8017255455124951,0,91192.9773942764,63517.69830779786,0.0,0,0,0,0,0,0,0,817,1472,324,Normal
50,Chicago,Consultant,13238,749.0,0,0,1,1.5825801226498604,0,48830.72378127065,30352.353060193185,0.0,0,0,0,0,1,0,0,1355,938,72,Normal
50,Seattle,Retail Worker,20044,557.0,43,0,3,2.6501729749358947,0,20067.548566190817,16585.93596921208,2.0,1,2,0,0,0,0,0,751,210,286,Normal
68,Dallas,Accountant,35771,703.0,0,1,1,1.3288737080749518,0,92348.84553918624,70575.51734306225,0.0,0,0,0,0,0,0,0,1342,3402,382,Normal
60,New York,Doctor,66788,691.0,0,0,1,1.4968631019948628,0,85451.57587481297,72352.83085921344,0.0,0,0,0,0,0,0,0,577,1674,189,Normal
54,Atlanta,Other,5352,816.0,0,0,1,0.9977903613555708,0,68108.86916567975,55779.79715809865,0.0,0,0,0,0,1,0,0,1691,2484,302,Normal
29,Seattle,Banker,8442,436.0,0,1,1,1.094550514390097,0,13423.657955865909,9910.025487,3.0,1,3,1,0,1,1,0,1165,879,107,Normal
20,Seattle,Other,9519,749.0,0,1,1,2.2463151726007986,0,45618.04217902319,38518.34449213634,0.0,0,0,0,0,0,0,0,801,3555,176,Normal
18,New York,Retail Worker,14907,623.0,0,1,1,0.851793598,0,80446.74091971628,67755.72807425923,0.0,0,0,0,0,0,1,0,1121,3426,344,Normal
50,Los Angeles,Consultant,15034,635.0,0,0,1,2.1974395801149447,0,47961.78358862983,32877.83118308996,0.0,0,0,0,0,0,0,1,182,567,186,Normal
57,Miami,Consultant,14868,595.0,1,0,1,0.7134432777310331,0,52534.70397,41803.19831822896,1.0,1,3,0,0,0,0,1,1273,858,233,Normal
27,Chicago,Banker,4330,721.0,0,0,1,1.1958385840897416,0,63297.59035364227,45476.21027289281,0.0,0,0,0,0,0,0,0,566,1009,225,Normal
60,Boston,Other,2268,804.0,0,0,1,1.103966836120985,1,36953.74236,30352.353060193185,0.0,0,0,0,0,0,0,0,1201,1474,328,Normal
61,Chicago,Accountant,18542,472.0,114,1,6,1.9683349259700869,1,29728.474666439102,13264.067286589445,3.0,1,4,0,0,0,0,0,669,2836,266,High
46,New York,Teacher,51185,756.0,0,0,1,0.9001843578036194,0,53647.88092,41983.41964,0.0,0,0,0,0,0,0,0,150,348,281,Normal
30,Miami,Banker,8485,708.0,0,1,1,1.3341006168788796,0,88840.45899439976,58827.64072943628,0.0,0,0,0,0,1,0,0,1181,2644,120,Normal
29,Atlanta,Consultant,14048,690.0,0,0,1,1.5210256991005493,0,55341.62563981269,41181.65898665933,0.0,0,4,0,0,0,0,1,612,1156,223,Normal
19,Boston,Banker,2947,626.0,9,0,1,0.9071130612950558,0,61720.73719757412,49395.68373013395,0.0,0,3,1,0,0,1,1,1284,2905,132,Normal
52,Atlanta,Banker,7242,727.0,0,0,1,1.4733314230923935,0,16572.591492058513,13826.00629010963,0.0,0,0,0,0,0,0,0,1827,2743,77,Normal
40,Miami,Consultant,16960,702.0,0,0,1,1.5525216662357555,0,98725.3070688678,89822.22133608299,0.0,0,0,0,0,0,0,0,1160,2334,279,Normal
43,Miami,Accountant,37759,818.0,0,0,1,7.349848450050353,0,32732.420062420693,23626.39450012072,0.0,0,0,0,0,0,0,0,589,1915,49,Normal
25,Dallas,Lawyer,71060,556.0,0,0,1,0.8742217546090669,0,31170.092398974048,22599.19823609436,2.0,0,1,0,0,0,0,0,615,1426,83,Normal
46,Boston,Doctor,53665,470.0,0,1,1,1.7731453116368048,0,60348.27434561339,41844.802018299015,3.0,1,3,0,0,0,0,0,496,2776,55,Normal
43,New York,Consultant,14341,703.0,93,1,7,2.9325577167411456,1,31492.85563784166,11416.619338455865,4.0,1,0,0,1,0,0,0,952,487,113,High
27,Dallas,Other,2316,427.0,105,1,1,2.5191403794037206,1,42725.78879700152,20114.173197198543,3.0,1,4,0,1,0,0,0,543,3089,43,High
43,New York,Accountant,53904,332.0,102,1,4,2.0947971368125566,1,1788.1388739324157,533.45903,4.0,1,3,1,1,0,0,0,706,1407,187,High
58,Los Angeles,Other,5882,491.0,20,0,1,0.762117808,0,74897.96268694353,51901.53909762304,4.0,2,3,1,1,0,0,1,332,1115,365,Normal
24,New York,Doctor,85729,578.0,0,0,1,1.0124532839640488,0,12966.071939826665,9743.304766324758,2.0,1,2,0,0,1,0,0,455,1969,397,Normal
21,New York,Other,9758,631.0,0,0,1,1.161166101,0,26649.016435271027,25598.0097686094,0.0,0,0,0,0,0,0,0,128,581,209,Normal
67,Atlanta,Other,24256,675.0,7,1,1,1.564824457820308,0,39014.09828131316,23050.24450593681,0.0,0,0,0,0,0,0,0,1635,2374,310,Normal
62,New York,Teacher,15337,588.0,0,1,1,1.1186523500940353,0,31259.33571617112,28277.662646315337,1.0,1,2,1,0,0,0,0,830,3662,280,Normal
28,Seattle,Artist,23201,577.0,0,0,1,1.269246375910745,0,83886.01358198104,67534.18872255684,1.0,1,1,1,0,0,0,0,660,2719,284,Normal
73,Houston,Software Developer,62730,784.0,0,0,1,1.4534428135871469,1,51840.39634414865,31352.118859177048,0.0,0,0,0,0,0,0,0,1500,793,234,Normal
53,Chicago,Retail Worker,5168,614.0,0,0,1,1.7434670707382731,0,27231.35473000277,20299.20556815321,0.0,0,0,0,0,1,0,0,261,3519,275,Normal
42,Boston,Other,9967,814.0,0,1,1,0.7797602905855363,1,81494.76699052026,62844.899166463474,0.0,0,0,0,0,0,0,0,1424,2061,219,Normal
38,Los Angeles,Other,6820,716.0,5,0,1,1.0778684132859186,0,45695.76467240792,45470.80275618625,0.0,0,0,0,0,0,0,0,536,100,78,Normal
74,Seattle,Other,6968,663.0,0,0,1,1.3287354040757775,0,64267.824965208136,56334.58185101629,0.0,0,0,0,0,0,0,1,1586,3020,272,Normal
53,Houston,Other,8488,782.0,0,0,1,1.2451633970706366,0,72384.57804069683,66171.92655472398,0.0,0,0,0,0,0,0,0,721,3145,398,Normal
54,Miami,Consultant,16075,388.0,111,1,8,0.6299078286530324,0,21212.94658032587,5122.752572934116,3.0,2,3,0,1,1,0,1,388,284,250,High
41,Chicago,Banker,2308,581.0,90,0,7,2.242970443283745,0,17948.323908602884,6328.178143777963,3.0,2,1,1,1,1,0,0,1171,3397,137,High
52,Seattle,Other,9840,665.0,0,0,1,1.1531473351999044,1,40419.57343935626,23579.93477916153,0.0,0,0,0,0,0,0,0,1569,2067,140,Normal
66,Seattle,Lawyer,2067,757.0,26,0,1,0.995645968769608,0,55048.12007507193,41374.45164662731,0.0,0,0,0,0,1,0,0,1731,3682,396,Normal
65,Chicago,Banker,7412,793.0,0,0,1,1.1094260623191263,0,72950.50787880059,56226.34331520248,0.0,0,0,0,0,0,0,0,915,595,313,Normal
35,Chicago,Banker,3417,726.0,4,0,1,1.6487245704181752,0,20785.36326172711,16838.692022460826,0.0,0,0,0,0,0,0,0,1581,831,201,Normal
49,Miami,Other,3403,604.0,25,0,1,1.095319376762013,0,54042.51962195078,35854.11956841358,0.0,0,0,1,0,0,0,0,406,398,58,Normal
41,Seattle,Other,7468,715.0,0,0,2,0.7844471117784673,0,13186.918672823276,10674.450802620606,0.0,0,0,0,0,0,1,0,314,2256,105,Normal
40,Atlanta,Teacher,47235,577.0,0,0,1,1.6984270338383425,0,89050.03043872167,57198.42957373847,2.0,1,1,0,0,0,0,0,300,219,366,Normal
49,Atlanta,Other,2105,698.0,0,0,1,1.3032812371445297,0,48288.800746892826,35953.65706306341,0.0,0,0,0,0,1,0,0,96,3275,111,Normal
54,Houston,Accountant,17345,516.0,0,0,1,1.0646475099288208,0,101243.98938748753,30352.353060193185,2.0,0,1,0,1,0,1,0,1009,1820,237,Normal
29,Los Angeles,Banker,5147,373.0,90,1,1,1.6616966998459963,1,13035.812669199468,3874.771874383008,3.0,1,3,1,0,0,0,0,426,1030,257,High
66,Seattle,Accountant,14845,570.0,114,1,2,1.346997142757321,1,44649.42718,14008.881925507963,3.0,2,4,1,0,0,1,0,887,2314,341,High
72,Houston,Other,5655,729.0,0,0,1,0.8936741961953072,0,39137.86248338723,23052.29335044423,0.0,0,0,0,0,0,0,0,339,353,257,Normal
40,Miami,Retail Worker,17712,760.0,0,1,1,0.8108931305963851,0,43888.69208548988,28686.613686734203,0.0,0,0,0,0,0,0,0,1497,489,308,Normal
42,Seattle,Other,9824,629.0,60,0,4,1.69075448493131,1,6831.447264225564,4057.5214176749896,1.0,1,0,0,0,1,0,0,1839,3141,392,Normal
52,Los Angeles,Software Developer,40772,785.0,0,0,1,1.0781741441484198,0,24698.28738631358,17272.04410609893,0.0,0,0,0,0,0,0,0,1506,572,207,Normal
58,Seattle,Engineer,14128,632.0,0,1,1,1.0090862300303398,0,39530.79596583574,25033.632159142395,0.0,0,0,0,0,0,0,0,168,1327,59,Normal
47,New York,Consultant,16149,709.0,0,0,1,1.1884977327778825,0,54597.42103589921,47141.3497,0.0,0,0,1,0,0,0,0,882,1559,241,Normal
34,San Francisco,Banker,5840,367.0,116,1,1,1.4431760100063984,1,15271.811748230748,4761.792718259896,4.0,1,3,1,1,0,1,0,1741,255,169,High
66,Dallas,Lawyer,42453,583.0,0,0,1,0.874277968,0,18356.48788607493,16594.84627911038,1.0,1,1,0,0,0,0,0,1094,738,294,Normal
65,San Francisco,Teacher,34167,387.0,115,1,5,2.7074136317348114,1,13513.569164121262,5640.629816203908,3.0,2,3,0,1,0,1,0,1203,1336,261,High
42,Los Angeles,Lawyer,32527,763.0,1,0,1,0.8778052544144138,0,76061.08097,49417.64725,0.0,0,0,0,0,0,1,1,720,3196,148,Normal
39,Dallas,Consultant,16351,432.0,113,1,2,2.965971890131338,1,7987.989882390294,2883.105640209977,3.0,2,4,1,1,1,0,1,848,3513,77,High
30,San Francisco,Artist,12934,576.0,0,0,1,1.4269560751195034,0,78708.79584886551,58461.81695,1.0,0,2,0,0,0,0,0,1598,535,163,Normal
36,New York,Other,3350,766.0,0,0,1,1.0307709906607747,0,68311.82210508487,59601.1576,0.0,0,0,0,0,0,0,0,843,925,132,Normal
66,Atlanta,Accountant,37726,536.0,0,0,1,0.5026518496684969,0,27611.033448558985,24565.76944812155,1.0,0,3,1,0,0,0,0,1353,417,338,Normal
29,San Francisco,Other,4044,730.0,0,0,1,1.4672013260850711,0,103561.1110748716,84688.20033844914,0.0,0,0,0,0,0,1,0,1420,1122,285,Normal
58,Atlanta,Banker,3055,430.0,119,1,5,1.4477946476508274,1,7022.555631554086,1490.18905270675,3.0,1,4,0,1,1,0,0,276,3039,184,High
45,Chicago,Artist,7645,586.0,0,0,1,1.1304287519241725,0,53684.54408288049,52843.80397609237,2.0,1,2,0,0,0,0,0,1273,3061,56,Normal
31,Dallas,Other,5932,591.0,28,0,1,1.469530127105106,0,81569.51647,59954.31464949477,2.0,0,2,0,0,1,1,0,738,323,353,Normal
48,Miami,Other,8156,791.0,0,1,1,1.309862839728861,0,58313.83044101419,51128.399533438605,0.0,0,0,0,0,0,0,0,1583,1517,247,Normal
36,Dallas,Teacher,30643,783.0,0,0,1,1.1894957855838242,0,73914.24403795485,60112.89415449018,0.0,0,0,0,0,1,0,0,128,2375,263,Normal
64,Boston,Banker,5553,478.0,0,0,1,0.920820384,0,55602.90398053187,45501.59015418541,4.0,1,3,0,0,1,0,0,124,1352,234,Normal
33,Boston,Banker,7634,826.0,10,0,1,0.968995667,0,44217.42265619014,40033.012881974304,0.0,0,0,0,0,0,0,0,722,813,266,Normal
42,Houston,Teacher,43634,579.0,21,0,1,1.928413422535239,0,38280.27438331288,26778.16403386016,2.0,0,2,1,0,1,0,1,1004,2684,272,Normal
38,Miami,Other,2083,348.0,118,0,2,1.829682156321214,1,36145.16955029692,10881.686652960703,4.0,1,4,1,0,1,0,1,303,2664,85,High
70,Houston,Other,9347,701.0,0,0,1,1.2456391912888527,0,88444.36489877217,60558.12837552196,0.0,0,0,0,0,1,0,0,489,2024,246,Normal
33,Seattle,Banker,3908,831.0,0,0,1,0.6704215964123096,0,54325.50568450748,44333.39640485792,0.0,0,0,0,0,0,0,0,1851,1119,110,Normal
74,San Francisco,Lawyer,60319,469.0,0,0,1,1.4363461886793305,1,83852.05334327262,63516.45752154799,4.0,2,3,0,0,0,0,1,1567,2484,365,Normal
70,New York,Retail Worker,13568,655.0,0,1,1,1.5610039896406511,1,52796.24465349764,29760.39466357795,0.0,0,0,0,1,1,0,0,1180,1338,374,Normal
59,Boston,Artist,14119,750.0,0,0,1,0.6322957992022782,0,53979.45438280002,33837.53767315807,0.0,0,0,1,0,0,0,0,1389,1904,259,Normal
56,San Francisco,Accountant,28377,634.0,107,1,2,1.7949782668165075,1,30640.39393230517,8063.986745104145,3.0,2,0,0,1,0,0,0,344,362,318,High
31,Chicago,Teacher,27647,358.0,113,1,2,1.950475501055454,1,12964.17449,4807.015885330799,3.0,2,3,1,1,0,0,0,745,599,362,High
22,Seattle,Lawyer,9204,514.0,1,0,1,1.6357625382671943,0,58027.28759000185,43273.7453327382,1.0,0,2,0,0,0,0,0,887,790,163,Normal
52,San Francisco,Other,3250,539.0,0,0,1,1.1981940946525198,0,35368.352055568575,22319.72319348376,1.0,0,1,0,0,1,0,0,1128,1321,160,Normal
40,Miami,Accountant,25494,793.0,0,0,1,1.150888994699376,0,67766.71012517391,59100.12394640626,0.0,0,0,1,0,0,0,0,467,2092,240,Normal
28,Seattle,Banker,7812,734.0,0,0,1,1.001983809617671,0,16379.027360978756,12713.63633881538,0.0,0,0,0,0,0,0,0,108,1978,262,Normal
64,Dallas,Other,7853,787.0,0,0,1,0.8708220170038938,0,58221.68093757546,37297.11926582274,0.0,0,0,0,0,0,0,0,1488,535,397,Normal
