account_open_date,age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,earliest_credit_account,recent_trade_activity,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag
2022-01-23,70,Houston,Teacher,46945,458.0,0,0,1,0.9927098881592614,0,14703.193176960744,14182.12466448732,3.0,2,2016-12-11,2024-04-10,4,0,False,0,0,0
2020-05-28,28,San Francisco,Banker,6241,606.0,12,0,1,1.0315181224215206,0,82569.24460393615,64058.56004773323,0.0,0,2016-07-14,2024-03-28,0,0,False,0,0,0
2020-05-14,19,Boston,Artist,7012,651.0,0,0,1,1.1182588883949662,1,43085.67315892729,25313.6812,,0,2020-01-18,2024-03-25,0,0,False,0,1,0
2020-09-22,72,Los Angeles,Teacher,47079,737.0,0,0,1,1.773659514532199,1,91357.88560735012,56482.05060823442,0.0,0,2021-01-22,2024-02-05,0,0,False,0,0,0
2020-07-09,37,Los Angeles,Teacher,27225,535.0,0,0,1,0.9097597220318794,1,34297.05900458012,26904.36552330578,,1,2016-07-31,2024-05-19,4,1,False,0,0,1
2024-02-15,25,Houston,Artist,24174,717.0,0,0,1,1.2388152275315594,0,77460.91577517519,62456.18844356632,0.0,0,2016-08-01,2024-10-08,0,0,False,1,0,0
2021-01-01,47,Atlanta,Accountant,8556,477.0,0,1,1,0.9529731570428768,0,90748.94769497978,63948.30834832503,4.0,2,2021-06-22,2024-07-16,4,0,False,1,0,0
2022-03-02,54,Houston,Accountant,17345,516.0,0,0,1,1.0646475099288208,0,101243.98938748753,30352.353060193185,2.0,0,2019-12-12,2024-04-12,1,0,True,0,1,0
2022-07-04,34,Dallas,Accountant,20918,657.0,18,1,1,2.0282102046246213,0,65207.60926411581,30352.353060193185,0.0,0,2021-08-14,2023-12-23,3,0,False,0,0,1
2023-12-17,49,Miami,Other,3709,719.0,0,0,1,1.8118967961118235,0,40516.80782180048,39481.47896013049,0.0,0,2014-11-30,2023-11-09,0,0,False,0,0,0
2022-04-22,46,Chicago,Consultant,15214,790.0,15,0,1,0.8831047849757809,0,40751.72958308357,28896.343319487733,0.0,0,2020-09-20,2023-12-24,0,0,False,0,0,0
2024-07-05,65,Chicago,Other,4796,762.0,0,0,1,2.5263909572137404,0,62343.621382972975,62161.43527842614,0.0,0,2022-12-13,2023-12-16,0,0,False,0,0,0
2024-05-27,73,Dallas,Banker,4639,415.0,113,0,3,1.5533167338054543,0,10235.521959374746,3312.728202,3.0,1,2023-09-21,2024-07-08,4,0,True,1,0,0
2023-10-31,55,Miami,Lawyer,55729,430.0,0,1,1,0.5455172409528671,0,59172.84357826938,45652.88042942228,4.0,1,2022-04-09,2024-07-28,4,0,True,0,0,0
2022-11-09,41,Dallas,Accountant,43627,724.0,0,1,1,1.0423560429642305,0,69883.37404252231,47454.42895504255,0.0,0,2022-11-09,2024-08-26,0,1,False,0,0,0
2023-01-23,42,Seattle,Accountant,55305,727.0,28,0,1,1.6790110435962284,0,13121.512999896826,7408.578020597665,0.0,0,2021-03-11,2024-05-05,0,0,False,0,0,0
2020-04-10,71,Miami,Banker,4341,377.0,114,1,2,1.973315828711499,0,16270.386077643396,5634.200888261843,3.0,2,2020-01-16,2024-01-14,4,0,True,1,0,0
2022-05-16,44,Seattle,Artist,58513,717.0,0,0,1,1.2311320680777844,0,93124.52172382522,75171.61500789823,0.0,0,2016-10-21,2024-09-01,3,0,,0,1,0
2020-01-03,49,Atlanta,Engineer,39289,717.0,0,0,1,1.3061814246797738,0,53060.44524471087,45532.68131721501,0.0,0,2018-05-01,2024-08-28,3,0,False,0,0,1
2023-09-17,72,San Francisco,Banker,9448,590.0,0,0,1,1.4869572360343684,0,39486.944252299785,25611.57954320141,2.0,0,2016-07-18,2023-12-27,1,0,False,0,0,0
2019-11-30,45,Chicago,Artist,10821,677.0,0,0,1,1.6063900199007246,0,66578.51873,48122.27515,0.0,0,2020-07-13,2024-09-18,0,0,False,0,0,0
2021-04-19,18,Miami,Accountant,52040,553.0,0,0,1,1.0709804532782587,0,60595.74353463505,50891.01059995997,2.0,0,2023-03-09,2024-08-04,1,0,False,0,0,0
2021-06-22,18,Miami,Other,3836,628.0,9,0,1,1.1808863187046208,0,86990.56521545714,78521.49957738875,0.0,0,2022-01-13,2024-01-29,0,0,False,0,0,0
2022-02-07,23,Chicago,Banker,6266,600.0,16,0,1,1.284477802164235,0,46836.22347543618,34691.53554818119,0.0,0,2024-06-13,2023-10-30,0,1,False,0,0,0
2024-03-12,38,Houston,Other,9748,639.0,0,0,1,1.690075012828021,1,22542.174892890656,19027.098491763936,0.0,0,2018-12-22,2024-01-17,0,0,False,1,0,0
2021-10-31,22,Boston,Teacher,28627,362.0,103,1,3,2.871048023,1,6952.492650699205,3139.577575169377,4.0,1,2018-12-15,2024-06-20,3,1,False,1,0,0
2021-08-12,65,Boston,Teacher,32603,695.0,0,0,1,1.2436023491786827,0,21750.01596496294,30352.353060193185,0.0,0,2024-01-07,2023-10-27,3,0,False,0,0,1
2023-09-01,55,Houston,Banker,9567,662.0,1,0,1,1.866127120456616,0,59541.71843430451,44243.45585734204,0.0,0,2022-11-07,2024-09-20,4,0,False,1,1,1
2023-12-20,50,Miami,Accountant,30194,553.0,0,0,1,1.2960713268009425,0,26342.81295472033,17723.02246424552,1.0,0,2019-05-23,2024-10-19,1,0,False,0,0,0
2022-02-24,18,Los Angeles,Accountant,25695,696.0,0,0,1,1.1897078850646945,0,19990.07376018965,11596.483253785853,0.0,0,2016-09-26,2023-12-05,0,1,,0,0,0
2020-03-05,48,Houston,Banker,3841,768.0,0,0,1,2.0743783306767107,0,18417.182988919853,11053.068247750083,0.0,0,2019-05-02,2024-02-25,0,1,False,1,0,0
2021-11-22,36,Dallas,Other,5217,531.0,0,0,1,1.8228475169731548,1,106327.0812680718,84713.90981311776,1.0,1,2018-08-09,2024-03-23,2,0,False,0,0,0
2023-03-31,20,Dallas,Banker,4413,394.0,107,0,2,2.4237091121196745,1,14431.527125975284,2920.720604927812,4.0,1,2016-04-16,2024-02-05,3,1,False,0,0,0
2022-11-23,32,Miami,Other,4166,403.0,112,0,8,1.6191230856706431,0,38472.98652340327,14676.250479499373,3.0,1,2020-03-23,2023-12-15,3,1,False,0,0,0
2024-08-29,74,New York,Other,9338,822.0,0,1,1,0.7428908946070667,0,74162.06523994157,61916.24462393018,0.0,0,2022-10-15,2024-04-18,0,0,False,1,0,0
2019-11-09,63,New York,Other,6951,735.0,0,0,1,0.7259736877658315,0,57056.14475313693,58201.90882467658,0.0,0,2017-04-30,2024-10-22,0,0,False,0,0,0
2023-10-08,56,Boston,Teacher,59384,599.0,16,0,1,1.8108520964506185,0,94690.05442879284,65303.73394606229,2.0,1,2020-06-20,2024-06-05,2,0,,1,1,0
2024-05-30,19,Miami,Consultant,13926,828.0,0,0,1,1.154020525864996,0,45341.612054638754,40661.48880663574,0.0,0,2017-12-11,2024-03-10,0,0,False,0,0,0
2024-04-11,36,Los Angeles,Other,3030,488.0,47,0,1,2.159456348088465,0,20034.84158387602,14264.996605928249,3.0,2,2020-01-29,2024-02-27,3,0,True,0,0,0
2021-11-03,52,San Francisco,Other,3250,539.0,0,0,1,1.1981940946525198,0,35368.352055568575,22319.72319348376,1.0,0,2021-04-24,2024-06-28,1,0,False,1,0,0
2024-01-19,21,Los Angeles,Other,3316,492.0,98,1,5,2.898004561638903,1,31012.02135796773,7916.370434,4.0,1,2017-12-11,2024-09-16,3,1,False,1,0,1
2024-09-23,21,Chicago,Consultant,15275,420.0,0,0,1,1.6129097854459562,0,95970.33631489272,74972.31117680964,3.0,1,2022-05-09,2023-11-17,4,1,True,1,0,0
2019-12-24,57,Dallas,Doctor,32385,464.0,2,0,1,0.9503837943635532,0,77593.23250674657,59912.42168379395,3.0,2,2016-10-25,2024-06-03,3,0,True,0,0,0
2023-02-06,65,Chicago,Other,5886,433.0,117,1,2,1.5275346523662987,1,44510.24116288968,12362.173257549492,3.0,2,2024-09-18,2024-03-21,4,1,False,1,0,0
2022-09-11,63,Seattle,Other,4090,667.0,0,0,1,1.543004463686933,0,103892.3935,59513.375089103625,0.0,0,2020-08-19,2024-02-08,0,0,,0,1,1
2020-02-16,22,Houston,Consultant,14975,614.0,0,0,1,1.5346872125736275,0,47915.19434,36097.16924419489,0.0,0,2022-06-10,2024-04-10,0,0,False,0,0,0
2024-04-18,39,Atlanta,Lawyer,46402,676.0,0,0,1,1.8681224627616344,0,65564.19110843586,45807.91173810191,0.0,0,2021-09-18,2024-02-16,0,0,,0,0,1
2020-10-05,34,New York,Other,8263,655.0,0,0,1,1.4312196788674962,0,31374.343586639545,30621.41921,0.0,0,2015-08-06,2023-11-14,0,0,False,0,0,0
2022-09-26,57,Chicago,Teacher,21564,494.0,104,1,3,1.1539801668128775,1,22000.18325635032,8405.245512116724,4.0,1,2016-09-06,2024-05-20,3,1,True,0,0,0
2020-07-07,23,Dallas,Accountant,35691,637.0,0,1,1,1.4571050932749252,0,34177.12704,21038.359945712964,0.0,0,2017-03-13,2024-06-03,0,0,False,0,0,0
2019-12-31,18,Miami,Teacher,41924,755.0,0,0,1,1.6739094222807192,0,90095.97455735152,63409.42648130063,0.0,0,2020-08-19,2024-05-10,0,1,False,0,0,0
2024-10-15,50,Houston,Teacher,46523,728.0,0,0,1,1.181425469460477,0,59279.61062089294,55408.06156836173,0.0,0,2023-09-19,2024-04-29,0,0,False,0,0,0
2021-12-27,50,Boston,Other,5716,466.0,116,1,2,3.0512060298884887,1,18976.297714106076,4930.942014,3.0,2,2021-05-01,2024-01-14,4,0,True,0,1,0
2024-01-31,30,Dallas,Teacher,19263,512.0,99,1,4,1.763692458778458,1,34953.27926971125,13371.99712,3.0,2,2024-02-17,2024-05-24,1,1,True,1,0,0
2021-07-01,45,San Francisco,Doctor,96656,577.0,11,0,1,1.2561363042471645,0,61348.338185747314,53003.63789530494,,0,2018-04-28,2023-11-28,2,0,False,0,0,0
2021-08-17,52,Atlanta,Retail Worker,24952,610.0,0,0,1,1.0501572746132355,0,71872.40629637943,49825.48578420301,0.0,0,2021-11-07,2024-01-27,0,0,,1,0,1
2021-07-13,46,Atlanta,Engineer,23271,524.0,0,0,1,0.7666366559191876,1,82205.49293425168,81108.60170645238,2.0,0,2020-07-13,2024-03-02,2,1,False,1,0,0
2022-09-01,18,San Francisco,Teacher,43212,673.0,0,0,1,0.9769859832210468,0,12829.11503357026,10185.231266089684,0.0,0,2017-01-14,2024-08-21,4,0,False,0,1,1
2021-03-03,59,San Francisco,Accountant,46749,383.0,100,1,10,2.751763894640128,0,46163.74247237299,14608.28680623958,4.0,2,2016-01-28,2024-01-01,4,1,False,1,0,0
2023-08-26,53,Miami,Engineer,54258,479.0,0,0,1,1.4688452952919495,0,69662.86595114147,66545.21822,4.0,2,2018-12-10,2023-11-16,4,1,False,0,1,0
2022-04-27,32,New York,Software Developer,5452,840.0,0,0,1,0.9231343008850992,0,67405.77159035135,45925.14104579124,0.0,0,2021-09-22,2024-02-07,3,0,False,0,0,1
2020-12-21,72,Seattle,Doctor,71522,764.0,0,0,2,1.528396315385039,0,84175.57237985854,57583.10177746308,0.0,0,2021-03-24,2024-01-08,4,0,False,0,0,1
2020-11-04,36,Boston,Accountant,7746,787.0,0,0,1,0.8534039504986606,1,99590.16321764213,61832.52553650574,0.0,0,2023-11-02,2024-03-03,0,0,False,1,0,0
2023-04-02,29,Chicago,Software Developer,4709,646.0,0,0,1,1.512651536270536,1,76516.50358448713,55578.03903591488,,0,2020-03-04,2024-09-27,4,0,False,0,0,1
2022-04-10,63,Houston,Banker,7938,607.0,0,0,1,1.7322871904151145,0,38393.68714557365,25877.004797402944,0.0,0,2021-11-19,2023-11-20,0,0,False,0,0,0
2024-09-29,36,Seattle,Doctor,58670,474.0,0,0,1,1.698720994,0,22251.665582708763,16053.435579181452,3.0,2,2018-02-09,2024-01-17,3,1,True,1,0,0
2023-10-10,44,Dallas,Retail Worker,3000,597.0,0,0,1,0.6340059857240504,0,88143.74971671432,60886.69288706796,2.0,1,2020-02-04,2024-05-28,3,0,False,0,0,0
2022-09-12,63,Chicago,Other,2711,718.0,0,0,1,1.6992887035720174,0,48149.66514242829,37178.34086906995,0.0,0,2023-11-06,2024-09-19,0,0,False,0,1,0
2023-01-05,60,Miami,Accountant,26168,817.0,0,0,1,0.9727531902870792,0,68387.51182,54919.98579702823,0.0,0,2018-07-03,2023-11-20,0,0,False,0,0,0
2021-05-29,65,Seattle,Banker,4730,509.0,50,1,1,2.92830759600566,0,47786.59157210468,32870.54092591057,2.0,1,2017-08-01,2024-07-31,1,0,True,1,0,0
2020-09-10,26,Chicago,Accountant,59815,512.0,10,0,1,1.3204514118751407,0,22642.598068868643,16288.811640891709,2.0,0,2023-05-19,2023-11-22,1,0,False,0,0,0
2019-12-23,28,New York,Teacher,39976,408.0,91,1,7,2.3103985821468616,1,25672.764267813287,4779.153903515817,,1,2023-04-24,2024-05-18,4,1,True,1,0,0
2023-05-20,41,Houston,Consultant,13436,754.0,3,0,1,1.161298156542278,0,35327.81054,22115.441275035388,,0,2018-01-18,2024-09-27,0,0,False,1,0,0
2023-06-14,63,New York,Accountant,38723,776.0,0,0,1,1.2825033228005724,1,12610.362260843376,11279.826752215871,0.0,0,2016-03-08,2024-04-02,0,0,False,0,0,0
2023-12-17,20,Houston,Retail Worker,23756,534.0,0,0,1,1.357349559084858,1,80340.68686515788,73144.86267,2.0,1,2024-09-20,2024-10-01,2,0,False,0,0,1
2020-07-30,74,Seattle,Teacher,34079,744.0,0,0,1,0.5803778540168449,0,15416.158672938907,9346.707581425084,0.0,0,2018-03-07,2024-07-25,3,0,False,0,0,1
2021-09-03,55,Seattle,Consultant,16545,621.0,0,0,1,1.0418663815615825,0,35212.18448,26943.268814515024,0.0,0,2017-06-17,2023-10-31,0,0,False,0,0,0
2021-10-23,46,Dallas,Accountant,39276,787.0,0,0,1,1.666852122463235,0,66233.03914967811,47117.36937541211,0.0,0,2024-05-29,2024-01-15,0,0,False,1,0,0
2019-11-23,61,Boston,Teacher,47400,777.0,7,0,1,1.4903537612609834,0,36160.593174654365,33910.318676514675,0.0,0,2023-06-13,2024-04-01,0,1,False,0,0,0
2023-05-16,73,Houston,Accountant,19732,527.0,0,1,1,0.8047975817908043,0,89189.35111751192,65790.20578269324,1.0,0,2015-03-04,2024-01-24,1,0,False,0,0,0
2020-08-02,74,Seattle,Other,6968,663.0,0,0,1,1.3287354040757775,0,64267.824965208136,56334.58185101629,0.0,0,2016-08-29,2024-03-08,0,0,False,0,0,1
2021-02-06,41,Seattle,Retail Worker,16672,711.0,0,0,1,1.499189481438715,0,60510.97207131407,38828.41594330135,0.0,0,2020-08-05,2024-04-05,0,0,False,0,0,0
2019-10-29,73,Dallas,Consultant,14841,620.0,0,0,1,0.7617841723947185,0,45340.245425109366,27478.941951912577,0.0,0,2019-06-24,2024-07-02,0,0,,0,0,0
2022-09-26,21,Atlanta,Teacher,30691,494.0,90,1,2,2.992462155174945,1,24601.97531238427,11885.655571045572,3.0,1,2024-06-08,2024-09-11,3,1,,1,0,0
2021-09-12,27,New York,Artist,18496,630.0,0,0,1,1.0142222666418017,0,36555.21359104581,21973.22151179044,0.0,0,2024-10-22,2024-03-22,0,0,False,1,0,0
2024-10-13,35,Miami,Doctor,70316,646.0,26,0,2,1.810365953399036,0,64125.84638316149,51244.87277039453,0.0,0,2023-04-29,2024-07-21,0,0,,0,0,0
2024-04-27,68,Los Angeles,Other,4782,710.0,0,0,1,1.085435743246072,0,83924.19425467962,70169.20879,0.0,0,2020-04-14,2024-09-03,0,0,False,1,0,0
2021-02-09,62,Dallas,Other,5777,790.0,0,0,1,2.5368900054177668,1,88730.55985782643,54101.28208989566,0.0,0,2015-12-01,2024-03-25,0,1,False,0,0,0
2021-11-05,64,Seattle,Teacher,19366,682.0,0,0,1,0.6919382846595249,0,49488.37344340701,39378.40991700134,0.0,0,2020-11-08,2024-09-07,0,0,False,1,0,0
2022-09-08,52,Houston,Consultant,13116,768.0,0,0,1,1.9505901733697644,0,76746.02615886123,45860.98649612026,0.0,0,2022-05-18,2024-06-30,0,0,False,0,0,1
2022-02-27,63,Los Angeles,Accountant,18495,496.0,109,1,4,1.883246944822013,1,25534.79584,5875.591771768653,,1,2014-12-13,2024-03-05,4,1,True,1,0,1
2019-12-10,58,New York,Other,6803,314.0,56,0,1,1.414465064912222,0,10776.834537403203,9226.785475132618,4.0,1,2018-03-31,2024-07-20,4,0,True,1,0,1
2021-02-03,25,San Francisco,Banker,5219,622.0,0,0,1,2.247117991250243,0,23327.919623803675,15454.840381753103,0.0,0,2018-09-09,2023-12-06,0,0,False,0,0,0
2021-03-15,20,Chicago,Engineer,94895,595.0,109,1,2,1.7558554585934711,1,39310.637693157325,12356.342802385616,4.0,1,2023-06-12,2023-10-25,2,0,True,0,0,0
2022-05-09,31,New York,Other,6350,609.0,111,1,3,1.5845609092273831,0,8653.784053819252,4436.915552494269,4.0,1,2020-02-08,2024-03-19,0,1,True,1,0,0
2020-08-01,28,Dallas,Software Developer,75919,589.0,96,1,7,2.760426632162181,1,13316.228982932687,6290.484560987396,3.0,1,2021-01-14,2024-10-04,4,1,False,1,0,0
2022-07-07,28,Dallas,Accountant,17421,638.0,0,0,1,8.209720429478525,0,40315.25059899849,32362.56822953104,0.0,0,2016-07-30,2023-10-25,4,0,False,0,0,1
2021-05-31,69,Chicago,Consultant,16695,669.0,0,0,1,2.5135702611708184,0,48790.57961334975,30208.50297846124,0.0,0,2023-12-31,2024-04-08,0,0,False,0,0,0
2020-05-19,21,Miami,Artist,10087,793.0,1,0,1,0.8837090874907665,0,34035.309356508675,29111.534557317904,0.0,0,2022-07-27,2024-03-18,0,0,False,0,0,0
2020-10-16,21,Seattle,Retail Worker,7624,605.0,0,0,1,0.9860440414355992,0,35695.15246566408,25674.890895355085,0.0,0,2018-01-07,2024-04-03,0,1,False,0,1,0
2022-03-15,68,San Francisco,Teacher,23035,766.0,2,0,1,1.8342401924924256,0,13110.150399044682,13456.382552837737,0.0,0,2022-09-14,2024-09-18,0,0,False,0,0,1
2021-10-13,60,Dallas,Banker,9160,646.0,0,0,1,0.9902512850783028,0,49542.44993516854,28704.422467686967,0.0,0,2015-02-10,2024-02-29,0,0,False,1,0,0
2021-06-14,37,Atlanta,Banker,5060,666.0,0,0,1,0.8017018916753625,0,106928.46905906704,75700.74852923185,0.0,0,2015-07-29,2024-09-23,0,1,False,0,0,0
2024-09-08,58,Chicago,Lawyer,62934,725.0,0,1,1,1.8844362021030492,1,85437.82743314843,60005.99332020822,0.0,0,2022-05-14,2024-09-13,0,0,,0,1,0
2022-01-18,30,Atlanta,Accountant,25178,725.0,0,0,1,1.1072929746136804,0,55396.079680395975,47734.80813466947,0.0,0,2023-07-17,2023-12-09,0,0,,0,0,0
2020-09-07,44,Seattle,Consultant,14174,529.0,98,1,3,1.849705253448464,0,19579.03028326943,5423.7040632923445,3.0,2,2017-05-04,2024-09-05,3,0,True,0,0,1
2022-03-12,48,San Francisco,Artist,12225,656.0,3,0,1,1.2459108869787638,0,32341.04208585449,26995.744726287856,0.0,0,2023-12-05,2023-12-29,0,0,False,0,0,1
2021-06-28,39,Atlanta,Teacher,39066,644.0,0,0,1,0.7173667577008818,0,86014.79868748931,51274.1097954264,0.0,0,2019-10-24,2024-06-12,0,0,False,0,0,0
2022-12-31,34,Atlanta,Doctor,68658,707.0,1,0,1,1.5473419290541406,0,31446.282340951228,22804.685620817767,0.0,0,2020-02-28,2023-12-31,4,0,False,0,0,1
2023-10-30,38,Los Angeles,Other,3928,628.0,0,0,1,1.6416659674357397,0,59746.699608725496,45058.61268345511,0.0,0,2016-06-14,2023-12-17,3,0,False,0,0,1
2024-04-08,65,New York,Accountant,48127,604.0,0,0,1,0.7492082524804393,1,67923.30660787759,67898.20635666116,0.0,0,2018-10-20,2024-02-10,0,1,,0,0,0
2021-06-24,44,Boston,Banker,9702,542.0,0,0,1,0.6034786748420391,0,25742.82891883936,18788.094619121846,1.0,0,2022-09-03,2024-03-30,2,0,,0,0,0
2019-12-05,53,Los Angeles,Accountant,32561,488.0,0,0,1,1.196929788,0,78826.52092783319,71867.99747348495,4.0,2,2017-12-26,2024-10-13,3,0,,0,0,0
2022-09-02,34,Boston,Teacher,54910,505.0,0,0,1,1.484178946169674,0,98217.63474311915,68060.44422209746,2.0,0,2020-07-02,2024-08-17,1,0,False,1,0,0
2021-07-10,38,San Francisco,Banker,9261,706.0,0,0,1,0.5303616549769794,0,27493.20924877564,17660.26429064679,0.0,0,2016-05-15,2024-01-23,0,0,False,0,1,0
2024-05-25,28,Seattle,Banker,2779,704.0,0,0,1,1.6637897486984454,0,28154.104074023944,18633.041222632368,0.0,0,2023-08-02,2024-05-02,0,0,False,0,0,0
2020-03-29,53,San Francisco,Accountant,56025,458.0,117,1,4,1.8465628474617917,1,42671.32656073236,15763.456918927848,4.0,1,2015-10-23,2024-10-06,4,1,,1,0,0
2024-08-23,53,Chicago,Other,5362,601.0,0,0,1,1.3282177755245168,0,102098.5588420047,30352.353060193185,0.0,0,2016-01-29,2024-02-22,0,0,,1,1,0
2021-11-22,53,Dallas,Other,5096,512.0,0,0,1,1.7887785287344875,0,63103.20803992738,46903.49551932656,2.0,0,2021-05-25,2024-06-22,2,0,False,1,0,0
2023-11-12,65,Miami,Banker,4691,802.0,0,0,1,7.256944611249805,0,50053.07937894568,31117.0633,0.0,0,2018-01-13,2024-04-08,0,0,False,1,0,0
2024-08-25,67,New York,Retail Worker,19074,480.0,109,1,3,2.187044781987608,1,12754.78557300048,2453.0148650114043,3.0,2,2021-05-09,2023-11-01,4,1,True,1,0,0
2021-08-01,33,Chicago,Other,5501,574.0,0,0,1,1.4286094277539696,0,44432.595716739605,29644.730967414667,2.0,1,2021-12-12,2024-06-14,2,0,False,0,1,0
2021-08-07,54,Seattle,Banker,6536,681.0,0,0,1,1.3074447140744174,0,63231.008683598,48862.128917153954,0.0,0,2022-01-12,2024-06-20,4,0,False,0,0,1
2023-09-08,42,Seattle,Other,8437,609.0,0,0,1,1.2764253858641172,0,91262.70175055951,71008.61323329376,0.0,0,2021-03-09,2024-01-20,0,0,False,0,0,0
2020-10-25,56,Chicago,Banker,7312,587.0,0,0,1,1.2818060389921848,0,36136.16943232794,28472.250032878044,2.0,1,2018-05-20,2024-10-10,1,0,False,0,0,0
2019-12-28,37,Seattle,Other,4333,543.0,0,0,1,1.162318978275581,0,23664.83769515493,21306.601013768923,2.0,0,2019-12-21,2024-08-27,2,0,False,0,0,0
2021-08-26,74,Houston,Lawyer,50153,609.0,1,0,1,1.5789072313444146,0,52228.92967949218,41821.429176890655,0.0,0,2017-10-17,2024-07-02,0,0,False,1,0,0
2023-08-17,28,Seattle,Artist,19943,808.0,7,0,1,1.3618364506240646,0,18136.26700146117,12831.443626349996,0.0,0,2020-06-01,2024-07-06,3,0,False,0,0,1
2022-07-25,43,Dallas,Consultant,13081,595.0,0,0,1,1.1925996710745157,0,27712.537637143032,21457.29853454205,1.0,1,2019-03-25,2024-06-20,4,0,,0,1,0
2022-06-14,64,New York,Banker,24874,561.0,99,1,6,1.9581481948319777,1,47512.60188471706,30352.353060193185,3.0,1,2022-04-10,2024-08-01,2,1,,0,0,0
2022-11-03,20,Los Angeles,Teacher,57180,533.0,91,1,2,1.0703182256907653,1,41660.72155676167,20903.551134271136,4.0,2,2023-12-12,2024-09-21,1,1,True,0,0,1
2022-03-04,54,Boston,Teacher,16227,577.0,0,1,1,0.699704957,0,92903.09339355072,62232.934058161976,,0,2022-04-25,2024-10-11,1,0,False,0,0,0
2020-04-26,39,San Francisco,Banker,2901,819.0,0,0,1,0.6318121441977883,0,11161.702406316484,10439.022756132828,0.0,0,2020-11-15,2024-08-10,0,0,False,0,0,0
2024-01-04,34,Miami,Teacher,51826,725.0,0,0,1,1.3614250550667792,0,52780.055910265946,41691.79786621064,0.0,0,2018-10-16,2024-05-20,0,0,False,0,0,0
2024-08-26,68,Houston,Artist,19950,703.0,0,0,1,0.7190351759047799,0,105629.1795812216,79667.61592813073,0.0,0,2023-07-18,2023-11-30,0,1,False,0,0,1
2023-11-25,69,Atlanta,Consultant,14749,597.0,0,0,1,1.4950991651333594,0,18489.102124506702,14603.271449466283,2.0,1,2018-10-12,2024-08-29,2,0,False,0,1,0
2024-06-24,20,Boston,Banker,9682,405.0,105,1,3,3.042837394845422,0,36815.96286857584,7442.608711,4.0,2,2015-07-25,2023-11-27,3,1,True,1,0,0
2020-06-13,65,Boston,Engineer,60292,551.0,0,0,1,1.2085105423884217,0,44239.03824228907,28556.120439999537,2.0,0,2019-10-20,2024-10-18,2,0,False,0,0,0
2022-01-15,74,New York,Lawyer,13281,702.0,0,0,1,0.840947984,1,46403.13601,33584.75741753967,0.0,0,2015-12-10,2024-02-01,0,0,False,0,1,0
2023-11-11,46,Houston,Other,8426,763.0,0,0,1,0.6701985383669277,1,98304.62906,74513.42211,0.0,0,2019-09-19,2024-02-05,0,0,False,0,0,0
2022-05-30,37,New York,Accountant,16945,527.0,0,0,1,1.1156316973160478,0,30809.963559531192,23867.380635977515,1.0,0,2016-03-07,2024-07-26,2,0,False,1,1,0
2020-08-14,39,Boston,Artist,8531,631.0,18,0,1,1.315790450532654,0,62109.3289496752,60173.07588561536,0.0,0,2021-02-07,2023-12-23,0,0,False,1,0,0
2020-12-27,42,Chicago,Other,2808,721.0,0,1,1,1.503503938936293,0,104505.95688014133,79807.65498052313,0.0,0,2017-03-07,2024-01-17,0,0,False,0,0,0
2024-07-01,32,Houston,Artist,6680,583.0,104,0,4,2.749733082687193,0,20498.462171892574,4976.043648988313,4.0,2,2021-12-11,2024-01-10,1,1,False,1,1,0
2021-12-04,40,New York,Consultant,8074,731.0,0,0,1,1.1131732357814892,0,41061.748576373175,28386.531296814937,0.0,0,2015-06-18,2024-10-18,0,0,,0,0,0
2021-05-10,51,Chicago,Software Developer,52491,477.0,48,0,1,3.004868682,0,22175.84594389193,13176.552978098964,4.0,2,2021-08-18,2024-04-27,3,0,,0,0,0
2020-10-29,56,Dallas,Accountant,25139,563.0,0,0,1,0.8765796560005229,0,56872.14948368606,30352.353060193185,1.0,1,2022-09-11,2023-11-21,2,0,,0,0,0
2021-03-08,72,Dallas,Accountant,22045,570.0,0,0,1,1.1981805513502584,0,40002.90407075114,27190.774191742403,1.0,0,2019-08-27,2024-04-22,2,0,,0,0,0
2024-08-29,73,Los Angeles,Retail Worker,23424,613.0,2,0,1,0.6836932961501344,0,19125.710107197712,13503.927261143252,0.0,0,2023-11-11,2024-10-18,0,0,False,0,0,0
2024-10-19,44,Boston,Teacher,58712,791.0,0,0,1,1.6487315086061027,0,42301.72392947535,36317.77861815767,0.0,0,2021-01-25,2024-07-27,0,0,False,0,0,0
2023-09-20,39,Houston,Banker,9525,664.0,0,0,1,1.3937437287178651,0,98007.71083286684,64018.17011,0.0,0,2016-01-01,2024-04-16,0,0,,0,0,0
2021-07-26,52,Houston,Banker,2683,645.0,46,0,4,2.3734004887785294,0,35853.89543,22036.078251543997,2.0,1,2021-02-07,2024-04-27,0,1,False,0,1,0
2022-12-17,69,San Francisco,Banker,4019,828.0,0,0,1,1.2992454397622435,0,16599.904579853086,15593.190845714778,0.0,0,2016-12-25,2023-11-10,0,0,False,0,0,0
2023-12-03,27,Chicago,Banker,5044,319.0,110,1,1,1.6675101588131862,1,13577.864683404236,7660.885324263441,3.0,2,2023-11-22,2024-06-13,3,1,False,0,0,0
